fanta_role,name,team_code,team_name,value,elo,starter_prob,exp_matches,exp_weighted_matches,base_voto,per_match_pts,etp,mod_proxy,etp_obj,etp_per_credit
m,Pineda,MEX,Mexico,2,1868,0.344,4.99,4.58,6.36,6.4,10.09,0.0,10.09,5.044
cb,Suzuki J.,JAP,Japan,2,1906,0.318,4.86,4.47,6.391,6.292,8.92,1.11,10.03,5.016
m,Amiri N.,GER,Germany,12,1925,0.3,5.05,4.6,6.406,7.22,9.97,0.0,9.97,0.831
m,Trewin,AUS,Australia,1,1775,0.425,3.9,3.76,6.285,6.231,9.96,0.0,9.96,9.957
cb,Al-Tambakti,SAU,Saudi Arabia,1,1566,0.5,3.18,3.16,6.116,6.05,9.57,0.37,9.93,9.931
m,Okon-Engstler,AUS,Australia,1,1775,0.425,3.9,3.76,6.285,6.207,9.92,0.0,9.92,9.92
m,Ayari,SVE,Sweden,3,1714,0.45,3.6,3.52,6.235,6.252,9.91,0.0,9.91,3.304
cb,Erlic,CRO,Croatia,4,1930,0.3,4.84,4.46,6.41,6.579,8.8,1.1,9.9,2.474
cb,Vuskovic,CRO,Croatia,3,1930,0.3,4.84,4.46,6.41,6.579,8.8,1.1,9.9,3.299
cb,Moreira S.,CPV,Cape Verde,1,1576,0.5,3.2,3.18,6.124,5.978,9.5,0.39,9.9,9.898
cb,Semedo,POR,Portugal,3,1984,0.28,5.4,4.81,6.454,6.36,8.56,1.22,9.78,3.26
cb,Rezaeian,IRN,Iran,1,1764,0.333,4.29,4.09,6.276,6.616,9.02,0.75,9.77,9.767
st,Matanovic,CRO,Croatia,3,1930,0.3,4.84,4.46,6.41,7.273,9.73,0.0,9.73,3.243
cb,Saadoon,IRQ,Iraq,1,1608,0.5,3.02,3.02,6.15,6.109,9.22,0.45,9.67,9.67
st,Ji-Sung Eom,KOR,South Korea,1,1756,0.356,4.3,4.1,6.269,6.599,9.63,0.0,9.63,9.629
cb,Luckassen,GHA,Ghana,1,1503,0.5,3.03,3.02,6.065,6.234,9.43,0.2,9.62,9.621
st,Brobbey,OLA,Netherlands,9,1961,0.3,5.37,4.78,6.435,6.7,9.6,0.0,9.6,1.067
cb,Italiano,AUS,Australia,1,1775,0.375,3.9,3.76,6.285,6.233,8.79,0.8,9.59,9.592
m,Mozgovoy,UZB,Uzbekistan,1,1718,0.459,3.44,3.39,6.239,6.161,9.58,0.0,9.58,9.576
cb,Tah,GER,Germany,8,1925,0.28,5.05,4.6,6.406,6.605,8.51,1.05,9.56,1.195
st,Gul,TUR,Turkey,1,1906,0.3,5.12,4.65,6.391,6.834,9.54,0.0,9.54,9.537
m,Leweling,GER,Germany,14,1925,0.3,5.05,4.6,6.406,6.905,9.53,0.0,9.53,0.681
cb,De Winter,BEL,Belgium,6,1866,0.3,4.93,4.55,6.358,6.265,8.54,0.98,9.52,1.587
m,Osorio,CAN,Canada,1,1793,0.339,4.67,4.38,6.299,6.404,9.52,0.0,9.52,9.517
st,Luiz Henrique,BRA,Brazil,7,1988,0.3,5.35,4.76,6.457,6.675,9.52,0.0,9.52,1.36
st,Musa P.,CRO,Croatia,2,1930,0.3,4.84,4.46,6.41,7.116,9.52,0.0,9.52,4.759
m,Campaz,COL,Colombia,3,1977,0.3,5.3,4.75,6.448,6.668,9.49,0.0,9.49,3.165
m,Basic,BOS,Bosnia and Herzegovina,1,1591,0.435,3.63,3.56,6.136,6.129,9.48,0.0,9.48,9.481
cb,Matuludi,SAF,South Africa,1,1517,0.5,3.06,3.05,6.076,6.035,9.22,0.23,9.45,9.448
m,Farji,IRQ,Iraq,1,1608,0.514,3.02,3.02,6.15,6.072,9.43,0.0,9.43,9.429
m,Vanaken,BEL,Belgium,3,1866,0.3,4.93,4.55,6.358,6.91,9.42,0.0,9.42,3.141
cb,Mckenzie,USA,United States,2,1733,0.41,3.55,3.47,6.251,6.105,8.68,0.71,9.39,4.696
cb,Ben Ouanes,TUN,Tunisia,1,1633,0.464,3.18,3.16,6.17,6.071,8.89,0.5,9.39,9.388
st,Tamari,GRD,Jordan,1,1685,0.438,3.3,3.27,6.212,6.563,9.38,0.0,9.38,9.375
st,Shiogay,JAP,Japan,1,1906,0.3,4.86,4.47,6.391,6.991,9.37,0.0,9.37,9.369
cb,Mechele,BEL,Belgium,2,1866,0.28,4.93,4.55,6.358,6.632,8.44,0.91,9.35,4.676
m,Millar,CAN,Canada,1,1793,0.339,4.67,4.38,6.299,6.293,9.35,0.0,9.35,9.351
m,Ederson J.,BRA,Brazil,13,1988,0.3,5.35,4.76,6.457,6.537,9.33,0.0,9.33,0.717
cb,Experience,HAI,Haiti,1,1532,0.5,3.03,3.03,6.088,5.966,9.02,0.27,9.29,9.291
cb,Kabak,TUR,Turkey,3,1906,0.28,5.12,4.65,6.391,6.339,8.26,1.02,9.27,3.091
cb,Jaquez,SVI,Switzerland,2,1894,0.28,5.15,4.69,6.381,6.287,8.26,1.0,9.26,4.63
cb,Medina Y.,ECU,Ecuador,2,1935,0.28,5.12,4.65,6.414,6.292,8.19,1.08,9.26,4.631
m,Koopmeiners,OLA,Netherlands,12,1961,0.3,5.37,4.78,6.435,6.462,9.26,0.0,9.26,0.772
m,Kluivert,OLA,Netherlands,9,1961,0.3,5.37,4.78,6.435,6.462,9.26,0.0,9.26,1.029
st,Ndiaye C.,SEN,Senegal,2,1866,0.323,4.39,4.13,6.358,6.924,9.24,0.0,9.24,4.62
m,Fabinho,BRA,Brazil,6,1988,0.3,5.35,4.76,6.457,6.45,9.2,0.0,9.2,1.534
m,Carrascal,COL,Colombia,4,1977,0.3,5.3,4.75,6.448,6.441,9.17,0.0,9.17,2.293
m,Seung-Ho Paik,KOR,South Korea,1,1756,0.356,4.3,4.1,6.269,6.286,9.17,0.0,9.17,9.173
m,Raskin,BEL,Belgium,4,1866,0.3,4.93,4.55,6.358,6.72,9.16,0.0,9.16,2.291
st,Semedo W.,CPV,Cape Verde,1,1576,0.415,3.2,3.18,6.124,6.939,9.16,0.0,9.16,9.156
m,Nmecha F.,GER,Germany,14,1925,0.3,5.05,4.6,6.406,6.591,9.1,0.0,9.1,0.65
m,Castano,COL,Colombia,4,1977,0.3,5.3,4.75,6.448,6.37,9.07,0.0,9.07,2.267
m,Portilla,COL,Colombia,2,1977,0.3,5.3,4.75,6.448,6.37,9.07,0.0,9.07,4.535
m,Mofokeng,SAF,South Africa,1,1517,0.45,3.06,3.05,6.076,6.576,9.04,0.0,9.04,9.037
m,Slimane,TUN,Tunisia,3,1633,0.45,3.18,3.16,6.17,6.355,9.03,0.0,9.03,3.008
m,Jin-Seob Park,KOR,South Korea,1,1756,0.356,4.3,4.1,6.269,6.192,9.03,0.0,9.03,9.035
cb,Khoukhi,QAT,Qatar,1,1423,0.5,3.06,3.06,6.0,5.907,9.02,0.0,9.02,9.025
st,Dieng B.,SEN,Senegal,2,1866,0.3,4.39,4.13,6.358,7.274,9.01,0.0,9.01,4.507
m,Zerrouki,ALG,Algeria,5,1743,0.408,3.6,3.52,6.259,6.252,8.99,0.0,8.99,1.798
m,Moreira,BEL,Belgium,3,1866,0.3,4.93,4.55,6.358,6.543,8.92,0.0,8.92,2.974
st,Lukebakio,BEL,Belgium,6,1866,0.3,4.93,4.55,6.358,6.539,8.92,0.0,8.92,1.486
m,Saadeh,GRD,Jordan,1,1685,0.435,3.3,3.27,6.212,6.271,8.91,0.0,8.91,8.907
m,Stiller,GER,Germany,10,1925,0.3,5.05,4.6,6.406,6.433,8.88,0.0,8.88,0.888
cb,Fonville,CUW,Curacao,1,1433,0.5,3.02,3.02,6.008,5.862,8.85,0.02,8.87,8.872
m,Kayembe E.,COD,DR Congo,1,1655,0.45,3.18,3.16,6.188,6.205,8.82,0.0,8.82,8.815
m,Arfsten,USA,United States,1,1733,0.403,3.55,3.47,6.251,6.291,8.8,0.0,8.8,8.802
m,Saelemaekers,BEL,Belgium,5,1866,0.3,4.93,4.55,6.358,6.438,8.78,0.0,8.78,1.756
m,Roldan,USA,United States,1,1733,0.403,3.55,3.47,6.251,6.244,8.74,0.0,8.74,8.736
st,Chory,RCE,Czech Republic,1,1733,0.3,4.15,3.99,6.251,7.276,8.7,0.0,8.7,8.704
cb,Yu-Min Cho,KOR,South Korea,1,1756,0.318,4.3,4.1,6.269,6.123,7.97,0.7,8.67,8.67
st,Pitta,PAR,Paraguay,1,1833,0.3,4.45,4.18,6.332,6.88,8.63,0.0,8.63,8.634
m,Sucic P.,CRO,Croatia,5,1930,0.3,4.84,4.46,6.41,6.427,8.6,0.0,8.6,1.719
m,Pasalic Marco,CRO,Croatia,4,1930,0.3,4.84,4.46,6.41,6.38,8.53,0.0,8.53,2.134
st,Dargahi,IRN,Iran,1,1764,0.3,4.29,4.09,6.276,6.95,8.52,0.0,8.52,8.52
st,Olwan,GRD,Jordan,1,1685,0.381,3.3,3.27,6.212,6.845,8.51,0.0,8.51,8.515
m,Memic,BOS,Bosnia and Herzegovina,1,1591,0.375,3.63,3.56,6.136,6.348,8.47,0.0,8.47,8.466
st,Hyun-Jun Yang,KOR,South Korea,2,1756,0.3,4.3,4.1,6.269,6.87,8.45,0.0,8.45,4.224
m,Rufer,NZL,New Zealand,1,1585,0.435,3.2,3.18,6.131,6.101,8.44,0.0,8.44,8.438
m,Gorre,CUW,Curacao,2,1433,0.45,3.02,3.02,6.008,6.193,8.41,0.0,8.41,4.206
m,Mora,MEX,Mexico,1,1868,0.281,4.99,4.58,6.36,6.424,8.27,0.0,8.27,8.271
m,Yirenkyi,GHA,Ghana,2,1503,0.435,3.03,3.02,6.065,6.254,8.23,0.0,8.23,4.113
m,Thomas R.,NZL,New Zealand,1,1585,0.425,3.2,3.18,6.131,6.077,8.21,0.0,8.21,8.212
m,Boudiaf,QAT,Qatar,1,1423,0.45,3.06,3.06,6.0,5.946,8.18,0.0,8.18,8.177
m,Leverton,HAI,Haiti,1,1532,0.45,3.03,3.03,6.088,6.011,8.18,0.0,8.18,8.183
m,Owusu,GHA,Ghana,3,1503,0.45,3.03,3.02,6.065,5.987,8.15,0.0,8.15,2.716
cb,Mendy A.,SEN,Senegal,1,1866,0.28,4.39,4.13,6.358,6.317,7.31,0.83,8.14,8.136
m,Burnic,BOS,Bosnia and Herzegovina,1,1591,0.375,3.63,3.56,6.136,6.082,8.11,0.0,8.11,8.111
m,Vargas O.,MEX,Mexico,2,1868,0.281,4.99,4.58,6.36,6.282,8.09,0.0,8.09,4.044
cb,Canale,PAR,Paraguay,1,1833,0.28,4.45,4.18,6.332,6.238,7.31,0.78,8.08,8.083
cb,Varela,URU,Uruguay,3,1892,0.28,4.29,4.09,6.379,6.233,7.14,0.87,8.01,2.668
m,Saber,EGY,Egypt,1,1699,0.325,3.86,3.75,6.223,6.47,7.88,0.0,7.88,7.881
cb,Diop,MAR,Morocco,3,1822,0.28,4.28,4.08,6.323,6.2,7.08,0.74,7.82,2.606
st,Karim,EGY,Egypt,1,1699,0.3,3.86,3.75,6.223,6.897,7.76,0.0,7.76,7.755
st,Lukic J.,BOS,Bosnia and Herzegovina,1,1591,0.3,3.63,3.56,6.136,7.261,7.75,0.0,7.75,7.747
cb,Tae-Hwan KIM,KOR,South Korea,1,1756,0.28,4.3,4.1,6.269,6.203,7.12,0.62,7.74,7.737
cb,Ali Majrashi,SAU,Saudi Arabia,1,1566,0.39,3.18,3.16,6.116,5.993,7.39,0.29,7.68,7.677
st,Hirst,SCO,Scotland,1,1770,0.3,3.99,3.86,6.281,6.617,7.66,0.0,7.66,7.655
st,Rahimi,MAR,Morocco,1,1822,0.261,4.28,4.08,6.323,7.191,7.66,0.0,7.66,7.657
st,Yengi,AUS,Australia,1,1775,0.3,3.9,3.76,6.285,6.781,7.65,0.0,7.65,7.649
cb,Konan,CIV,Ivory Coast,1,1676,0.318,3.82,3.72,6.205,6.059,7.15,0.48,7.63,7.63
cb,Belaid,ALG,Algeria,1,1743,0.324,3.6,3.52,6.259,6.137,6.99,0.59,7.58,7.576
st,Neymar,BRA,Brazil,11,1988,0.231,5.35,4.76,6.457,6.878,7.56,0.0,7.56,0.687
cb,Posch,AUT,Austria,2,1830,0.28,3.98,3.85,6.329,6.341,6.83,0.71,7.54,3.768
st,Al-Shehri,SAU,Saudi Arabia,1,1566,0.375,3.18,3.16,6.116,6.286,7.46,0.0,7.46,7.455
cb,Zima,RCE,Czech Republic,2,1733,0.28,4.15,3.99,6.251,6.157,6.87,0.56,7.43,3.717
cb,Sayfiev,UZB,Uzbekistan,1,1718,0.333,3.44,3.39,6.239,6.093,6.89,0.54,7.43,7.427
st,Bonny,CIV,Ivory Coast,3,1676,0.3,3.82,3.72,6.205,6.648,7.41,0.0,7.41,2.47
m,Ndoye,SVI,Switzerland,4,1894,0.22,5.15,4.69,6.381,7.173,7.4,0.0,7.4,1.851
m,Al-Khaibari,SAU,Saudi Arabia,1,1566,0.385,3.18,3.16,6.116,6.062,7.38,0.0,7.38,7.38
cb,Ream,USA,United States,1,1733,0.32,3.55,3.47,6.251,6.105,6.77,0.56,7.33,7.328
m,Gharbi,TUN,Tunisia,2,1633,0.38,3.18,3.16,6.17,6.092,7.3,0.0,7.3,3.649
cb,Hyam,SCO,Scotland,2,1770,0.28,3.99,3.86,6.281,6.187,6.68,0.61,7.29,3.644
m,Oulai,CIV,Ivory Coast,1,1676,0.318,3.82,3.72,6.205,6.174,7.28,0.0,7.28,7.284
st,Mateta,FRA,France,7,2081,0.18,6.51,5.38,6.532,7.448,7.22,0.0,7.22,1.031
m,Berhalter,USA,United States,2,1733,0.32,3.55,3.47,6.251,6.495,7.2,0.0,7.2,3.602
m,Mbaye,SEN,Senegal,1,1866,0.257,4.39,4.13,6.358,6.79,7.19,0.0,7.19,7.195
cb,Ibrahim,EGY,Egypt,1,1699,0.291,3.86,3.75,6.223,6.125,6.69,0.49,7.18,7.179
st,Adu,GHA,Ghana,1,1503,0.375,3.03,3.02,6.065,6.33,7.18,0.0,7.18,7.178
st,Jose Luis Rodriguez,PAN,Panama,1,1733,0.3,3.81,3.71,6.251,6.421,7.15,0.0,7.15,7.146
st,Waterman C.,PAN,Panama,1,1733,0.291,3.81,3.71,6.251,6.617,7.15,0.0,7.15,7.155
m,Aaronson,USA,United States,4,1733,0.324,3.55,3.47,6.251,6.268,7.05,0.0,7.05,1.762
cb,Escobar,PAN,Panama,1,1733,0.28,3.81,3.71,6.251,6.21,6.45,0.52,6.97,6.97
m,Khamrobekov,UZB,Uzbekistan,1,1718,0.333,3.44,3.39,6.239,6.161,6.97,0.0,6.97,6.965
st,Bernhardsson,SVE,Sweden,1,1714,0.3,3.6,3.52,6.235,6.521,6.89,0.0,6.89,6.893
cb,Lagerbielke,SVE,Sweden,2,1714,0.28,3.6,3.52,6.235,6.458,6.37,0.46,6.83,3.417
m,Sibo,GHA,Ghana,1,1503,0.375,3.03,3.02,6.065,5.987,6.79,0.0,6.79,6.79
cb,Agbadou,CIV,Ivory Coast,3,1676,0.28,3.82,3.72,6.205,6.082,6.33,0.43,6.75,2.251
st,Shararh,GRD,Jordan,1,1685,0.312,3.3,3.27,6.212,6.612,6.75,0.0,6.75,6.747
m,Gueye I.,SEN,Senegal,1,1866,0.257,4.39,4.13,6.358,6.328,6.71,0.0,6.71,6.705
m,Lasheen,EGY,Egypt,1,1699,0.291,3.86,3.75,6.223,6.146,6.71,0.0,6.71,6.714
cb,Nasib,GRD,Jordan,1,1685,0.312,3.3,3.27,6.212,6.09,6.21,0.43,6.65,6.646
m,Kahveci,TUR,Turkey,4,1906,0.22,5.12,4.65,6.391,6.418,6.57,0.0,6.57,1.642
cb,Tahseen,IRQ,Iraq,1,1608,0.339,3.02,3.02,6.15,6.027,6.18,0.31,6.48,6.482
m,Reyna,USA,United States,1,1733,0.291,3.55,3.47,6.251,6.38,6.46,0.0,6.46,6.456
st,Lenny,HAI,Haiti,1,1532,0.3,3.03,3.03,6.088,7.004,6.36,0.0,6.36,6.357
m,Kanno,SAU,Saudi Arabia,1,1566,0.325,3.18,3.16,6.116,6.156,6.33,0.0,6.33,6.327
m,Yakob,IRQ,Iraq,1,1608,0.339,3.02,3.02,6.15,6.167,6.32,0.0,6.32,6.318
m,Thorstvedt,NOR,Norway,5,1917,0.22,4.8,4.42,6.399,6.416,6.23,0.0,6.23,1.247
st,Thomas-Asante,GHA,Ghana,4,1503,0.3,3.03,3.02,6.065,6.823,6.19,0.0,6.19,1.547
st,Livramento L.,CPV,Cape Verde,1,1576,0.3,3.2,3.18,6.124,6.474,6.18,0.0,6.18,6.176
cb,Salah-Eddine,MAR,Morocco,2,1822,0.221,4.28,4.08,6.323,6.177,5.57,0.58,6.15,3.075
m,De Arrascaeta,URU,Uruguay,5,1892,0.22,4.29,4.09,6.379,6.774,6.09,0.0,6.09,1.219
cb,Robinson M.,USA,United States,2,1733,0.264,3.55,3.47,6.251,6.105,5.6,0.46,6.05,3.027
m,Fathi,QAT,Qatar,1,1423,0.333,3.06,3.06,6.0,5.923,6.04,0.0,6.04,6.036
st,Bakambu,COD,DR Congo,1,1655,0.3,3.18,3.16,6.188,6.358,6.02,0.0,6.02,6.022
cb,Al-Rosan,GRD,Jordan,1,1685,0.28,3.3,3.27,6.212,6.146,5.62,0.39,6.01,6.006
cb,Obaid,GRD,Jordan,1,1685,0.281,3.3,3.27,6.212,6.113,5.61,0.39,6.0,5.998
st,Weghorst,OLA,Netherlands,1,1961,0.18,5.37,4.78,6.435,6.983,6.0,0.0,6.0,6.005
m,Ounahi,MAR,Morocco,3,1822,0.221,4.28,4.08,6.323,6.582,5.93,0.0,5.93,1.978
st,Moremi,SAF,South Africa,1,1517,0.3,3.06,3.05,6.076,6.412,5.88,0.0,5.88,5.875
st,Margaritha,CUW,Curacao,1,1433,0.3,3.02,3.02,6.008,6.452,5.84,0.0,5.84,5.842
m,Gueye P.,SEN,Senegal,5,1866,0.22,4.39,4.13,6.358,6.399,5.82,0.0,5.82,1.163
cb,Younis,IRQ,Iraq,1,1608,0.303,3.02,3.02,6.15,6.027,5.52,0.27,5.79,5.795
st,Yousif,IRQ,Iraq,1,1608,0.3,3.02,3.02,6.15,6.383,5.78,0.0,5.78,5.779
m,Cubas,PAR,Paraguay,1,1833,0.22,4.45,4.18,6.332,6.254,5.76,0.0,5.76,5.755
cb,Kapuadi,COD,DR Congo,1,1655,0.28,3.18,3.16,6.188,6.094,5.39,0.33,5.72,5.719
st,Martinez G.,MEX,Mexico,1,1868,0.18,4.99,4.58,6.36,6.923,5.71,0.0,5.71,5.709
cb,Belghali,ALG,Algeria,1,1743,0.233,3.6,3.52,6.259,6.379,5.24,0.43,5.67,5.668
cb,Bronn,TUN,Tunisia,1,1633,0.28,3.18,3.16,6.17,6.076,5.37,0.3,5.67,5.67
m,Amrabat,MAR,Morocco,3,1822,0.22,4.28,4.08,6.323,6.292,5.65,0.0,5.65,1.882
cb,Pico,CPV,Cape Verde,1,1576,0.28,3.2,3.18,6.124,6.058,5.39,0.22,5.61,5.614
m,Saad,TUN,Tunisia,1,1633,0.291,3.18,3.16,6.17,6.092,5.6,0.0,5.6,5.605
m,Diomande Y.,CIV,Ivory Coast,1,1676,0.22,3.82,3.72,6.205,6.809,5.57,0.0,5.57,5.566
st,Muntari,QAT,Qatar,1,1423,0.3,3.06,3.06,6.0,6.076,5.57,0.0,5.57,5.57
m,Christie,SCO,Scotland,4,1770,0.22,3.99,3.86,6.281,6.524,5.54,0.0,5.54,1.384
m,Cerv,RCE,Czech Republic,1,1733,0.22,4.15,3.99,6.251,6.244,5.48,0.0,5.48,5.477
st,Hauge,NOR,Norway,2,1917,0.18,4.8,4.42,6.399,6.895,5.48,0.0,5.48,2.741
m,Wimmer,AUT,Austria,4,1830,0.22,3.98,3.85,6.329,6.461,5.47,0.0,5.47,1.367
cb,Kadesh,SAU,Saudi Arabia,1,1566,0.275,3.18,3.16,6.116,5.993,5.21,0.2,5.41,5.413
cb,Boushal,SAU,Saudi Arabia,1,1566,0.275,3.18,3.16,6.116,5.97,5.19,0.2,5.39,5.393
st,Suzuki Y.,JAP,Japan,1,1906,0.18,4.86,4.47,6.391,6.679,5.37,0.0,5.37,5.37
m,Tounekti,TUN,Tunisia,2,1633,0.264,3.18,3.16,6.17,6.43,5.36,0.0,5.36,2.679
cb,Sulaka,IRQ,Iraq,1,1608,0.28,3.02,3.02,6.15,6.004,5.07,0.25,5.33,5.326
m,Aouar,ALG,Algeria,3,1743,0.22,3.6,3.52,6.259,6.809,5.27,0.0,5.27,1.757
m,Mabil,AUS,Australia,1,1775,0.22,3.9,3.76,6.285,6.365,5.27,0.0,5.27,5.265
m,Mandash,SAU,Saudi Arabia,1,1566,0.25,3.18,3.16,6.116,6.665,5.27,0.0,5.27,5.27
gk,Raya,SPA,Spain,3,2165,0.12,7.1,5.64,6.4,6.56,4.44,0.81,5.25,1.75
cb,Mbokazi,SAF,South Africa,1,1517,0.28,3.06,3.05,6.076,5.983,5.12,0.13,5.25,5.246
st,Larin,CAN,Canada,1,1793,0.18,4.67,4.38,6.299,6.612,5.21,0.0,5.21,5.209
cb,Lacroix D.,HAI,Haiti,1,1532,0.28,3.03,3.03,6.088,5.942,5.03,0.15,5.18,5.183
st,Shankland,SCO,Scotland,1,1770,0.18,3.99,3.86,6.281,7.406,5.14,0.0,5.14,5.141
cb,Mensah,GHA,Ghana,1,1503,0.28,3.03,3.02,6.065,5.919,5.01,0.11,5.12,5.121
m,Belhadj Mahmoud,TUN,Tunisia,1,1633,0.264,3.18,3.16,6.17,6.14,5.12,0.0,5.12,5.116
st,Kuchta,RCE,Czech Republic,1,1733,0.18,4.15,3.99,6.251,7.114,5.11,0.0,5.11,5.106
m,Hassan,EGY,Egypt,1,1699,0.22,3.86,3.75,6.223,6.146,5.07,0.0,5.07,5.067
cb,Laye,QAT,Qatar,1,1423,0.28,3.06,3.06,6.0,5.854,5.01,0.0,5.01,5.009
cb,Gaari,CUW,Curacao,1,1433,0.28,3.02,3.02,6.008,5.862,4.95,0.01,4.97,4.968
gk,Musso,ARG,Argentina,1,2113,0.12,6.79,5.48,6.372,6.409,4.22,0.73,4.95,4.951
st,Sosa,PAR,Paraguay,1,1833,0.18,4.45,4.18,6.332,6.573,4.95,0.0,4.95,4.949
gk,Risser,FRA,France,1,2081,0.12,6.51,5.38,6.355,6.317,4.08,0.69,4.77,4.769
m,Johansson H.,SVE,Sweden,1,1714,0.22,3.6,3.52,6.235,6.158,4.77,0.0,4.77,4.773
st,Ziko,EGY,Egypt,1,1699,0.18,3.86,3.75,6.223,7.034,4.75,0.0,4.75,4.745
m,Iskanderov,UZB,Uzbekistan,1,1718,0.22,3.44,3.39,6.239,6.266,4.67,0.0,4.67,4.673
st,Nicolas Pépé,CIV,Ivory Coast,2,1676,0.18,3.82,3.72,6.205,6.7,4.48,0.0,4.48,2.241
st,Tabakovic,BOS,Bosnia and Herzegovina,1,1591,0.18,3.63,3.56,6.136,6.999,4.48,0.0,4.48,4.48
m,Pina K.,CPV,Cape Verde,1,1576,0.22,3.2,3.18,6.124,6.285,4.4,0.0,4.4,4.397
m,Moutoussamy,COD,DR Congo,1,1655,0.22,3.18,3.16,6.188,6.267,4.35,0.0,4.35,4.353
cb,Pubill,SPA,Spain,8,2165,0.1,7.1,5.64,6.6,6.507,3.67,0.68,4.34,0.543
cb,Laporte,SPA,Spain,6,2165,0.1,7.1,5.64,6.6,6.454,3.64,0.68,4.32,0.719
gk,Trafford,ING,England,3,2020,0.12,5.84,5.03,6.322,6.14,3.7,0.58,4.29,1.428
st,Londono,PAN,Panama,1,1733,0.18,3.81,3.71,6.251,6.379,4.26,0.0,4.26,4.259
m,Sithole,SAF,South Africa,1,1517,0.22,3.06,3.05,6.076,6.32,4.25,0.0,4.25,4.246
cb,Montiel,ARG,Argentina,2,2113,0.1,6.79,5.48,6.558,6.622,3.63,0.61,4.24,2.121
m,Providence,HAI,Haiti,1,1532,0.22,3.03,3.03,6.088,6.308,4.2,0.0,4.2,4.199
m,Bacuna J.,CUW,Curacao,1,1433,0.22,3.02,3.02,6.008,6.228,4.14,0.0,4.14,4.136
cb,Tagliafico,ARG,Argentina,3,2113,0.1,6.79,5.48,6.558,6.412,3.52,0.61,4.13,1.376
m,Edmilson Junior,QAT,Qatar,1,1423,0.22,3.06,3.06,6.0,6.088,4.09,0.0,4.09,4.093
cb,Lacroix M.,FRA,France,11,2081,0.1,6.51,5.38,6.532,6.457,3.48,0.57,4.05,0.368
m,Iqbal,IRQ,Iraq,1,1608,0.22,3.02,3.02,6.15,6.072,4.03,0.0,4.03,4.032
cb,Hernandez L.,FRA,France,9,2081,0.1,6.51,5.38,6.532,6.386,3.44,0.57,4.01,0.446
cb,Digne,FRA,France,4,2081,0.1,6.51,5.38,6.532,6.386,3.44,0.57,4.01,1.003
gk,Jose Sa,POR,Portugal,1,1984,0.12,5.4,4.81,6.302,6.036,3.48,0.52,4.0,4.004
st,Nilsson,SVE,Sweden,1,1714,0.18,3.6,3.52,6.235,6.312,4.0,0.0,4.0,4.003
st,Mayele,COD,DR Congo,1,1655,0.18,3.18,3.16,6.188,6.998,3.98,0.0,3.98,3.977
gk,Ederson,BRA,Brazil,6,1988,0.12,5.35,4.76,6.305,6.047,3.45,0.52,3.97,0.662
gk,Camilo Vargas,COL,Colombia,1,1977,0.12,5.3,4.75,6.299,6.015,3.43,0.51,3.94,3.936
gk,Roefs,OLA,Netherlands,8,1961,0.12,5.37,4.78,6.29,5.969,3.42,0.5,3.92,0.49
m,Munoz V.,SPA,Spain,1,2165,0.1,7.1,5.64,6.6,6.89,3.88,0.0,3.88,3.884
m,Merino,SPA,Spain,9,2165,0.1,7.1,5.64,6.6,6.837,3.85,0.0,3.85,0.428
st,Rayners,SAF,South Africa,1,1517,0.18,3.06,3.05,6.076,6.992,3.84,0.0,3.84,3.844
st,Sabra,GRD,Jordan,1,1685,0.18,3.3,3.27,6.212,6.445,3.79,0.0,3.79,3.788
gk,Ramirez M.,ECU,Ecuador,1,1935,0.12,5.12,4.65,6.276,5.894,3.29,0.46,3.75,3.748
cb,Burn,ING,England,2,2020,0.1,5.84,5.03,6.483,6.442,3.24,0.49,3.72,1.862
gk,Baumann,GER,Germany,3,1925,0.12,5.05,4.6,6.271,5.865,3.24,0.45,3.69,1.229
gk,Bayindir,TUR,Turkey,3,1906,0.12,5.12,4.65,6.26,5.81,3.24,0.44,3.68,1.226
gk,Keller,SVI,Switzerland,1,1894,0.12,5.15,4.69,6.254,5.775,3.25,0.43,3.68,3.68
m,Gavi,SPA,Spain,9,2165,0.1,7.1,5.64,6.6,6.523,3.68,0.0,3.68,0.409
cb,Livramento T.,ING,England,8,2020,0.1,5.84,5.03,6.483,6.337,3.19,0.49,3.67,0.459
cb,Spence,ING,England,3,2020,0.1,5.84,5.03,6.483,6.337,3.19,0.49,3.67,1.223
st,Igor Thiago,BRA,Brazil,1,1988,0.1,5.35,4.76,6.457,7.671,3.65,0.0,3.65,3.648
m,Rabiot,FRA,France,10,2081,0.1,6.51,5.38,6.532,6.769,3.64,0.0,3.64,0.364
m,Paredes,ARG,Argentina,3,2113,0.1,6.79,5.48,6.558,6.638,3.64,0.0,3.64,1.213
gk,Kotarski,CRO,Croatia,1,1930,0.12,4.84,4.46,6.273,5.879,3.15,0.44,3.58,3.585
st,Yahya,SAU,Saudi Arabia,1,1566,0.18,3.18,3.16,6.116,6.263,3.57,0.0,3.57,3.565
m,Akliouche,FRA,France,10,2081,0.1,6.51,5.38,6.532,6.62,3.56,0.0,3.56,0.356
gk,Acevedo,MEX,Mexico,1,1868,0.12,4.99,4.58,6.24,5.699,3.13,0.4,3.53,3.529
gk,Hayakawa,JAP,Japan,1,1906,0.12,4.86,4.47,6.26,5.81,3.11,0.42,3.53,3.533
